wheezy,amqp-tools,librabbitmq,0.0.1.hg216-1
wheezy,ams,ams,2.0.1-5
wheezy,amsynth,amsynth,1.3.0-2
wheezy,amtterm,amtterm,1.3-1
wheezy,amule,amule,2.3.1-9
wheezy,amule-common,amule,2.3.1-9
wheezy,amule-daemon,amule,2.3.1-9
wheezy,amule-emc,amule-emc,0.5.2-2
wheezy,amule-gnome-support,amule,2.3.1-9
wheezy,amule-utils,amule,2.3.1-9
wheezy,amule-utils-gui,amule,2.3.1-9
wheezy,am-utils,am-utils,6.2+rc20110530-3
wheezy,am-utils-doc,am-utils,6.2+rc20110530-3
wheezy,anacron,anacron,2.3-19
wheezy,analog,analog,2:6.0-19.1
wheezy,an,an,1.0-2
wheezy,anarchism,anarchism,13.4-1
wheezy,and,and,1.2.2-4.1
wheezy,angband,angband,1:3.3.2-2.1
wheezy,angband-data,angband,1:3.3.2-2.1
wheezy,angband-doc,angband-doc,3.0.3.5
wheezy,angrydd,angrydd,1.0.1-8
wheezy,animals,animals,201007161925-8
wheezy,animals-dbg,animals,201007161925-8
wheezy,anjuta,anjuta,2:3.4.3-1
wheezy,anjuta-common,anjuta,2:3.4.3-1
wheezy,anjuta-dbg,anjuta,2:3.4.3-1
wheezy,anjuta-extras,anjuta-extras,3.4.0-1
wheezy,anki,anki,1.2.11-1
wheezy,ann-tools,ann,1.1.2+doc-3
wheezy,anon-proxy,anon-proxy,00.05.38+20081230-2.1
wheezy,ant,ant,1.8.2-4
wheezy,ant-contrib,ant-contrib,1.0~b3+svn177-5
wheezy,ant-contrib-cpptasks,cpptasks,1.0~b5-2
wheezy,ant-doc,ant,1.8.2-4
wheezy,antennavis,antennavis,0.3.1-2
wheezy,ant-gcj,ant,1.8.2-4
wheezy,anthy,anthy,9100h-16
wheezy,anthy-common,anthy,9100h-16
wheezy,anthy-el,anthy,9100h-16
wheezy,antigravitaattori,antigrav,0.0.3-5
wheezy,antiword,antiword,0.37-8
wheezy,antlr3,antlr3,3.2-7
wheezy,antlr3-doc,antlr3,3.2-7
wheezy,antlr3-gunit-maven-plugin,antlr3,3.2-7
wheezy,antlr3-maven-plugin,antlr3,3.2-7
wheezy,antlr,antlr,2.7.7+dfsg-4
wheezy,antlr-doc,antlr,2.7.7+dfsg-4
wheezy,ant-optional,ant,1.8.2-4
wheezy,ant-optional-gcj,ant,1.8.2-4
wheezy,ant-phone,ant-phone,0.2.1-2
wheezy,ants,ants,1.9.2+svn680.dfsg-4
wheezy,anubis,anubis,4.1.1+dfsg1-3.1
wheezy,anypaper,anypaper,1.4-1
wheezy,anyremote2html,anyremote2html,1.4-1
wheezy,anyremote,anyremote,6.0+dfsg-1
wheezy,anyremote-data,anyremote,6.0+dfsg-1
wheezy,anyremote-doc,anyremote,6.0+dfsg-1
wheezy,anything-el,anything-el,1.287-2
wheezy,anytun,anytun,0.3.4-2
wheezy,aoetools,aoetools,30-3
wheezy,aoeui,aoeui,1.6~dfsg-2
wheezy,aolserver4-core,aolserver4,4.5.1-15.1
wheezy,aolserver4-daemon,aolserver4,4.5.1-15.1
wheezy,aolserver4-dev,aolserver4,4.5.1-15.1
wheezy,aolserver4-doc,aolserver4,4.5.1-15.1
wheezy,aolserver4-nsldap,aolserver4-nsldap,0.8-4+b1
wheezy,aolserver4-nsmysql,aolserver4-nsmysql,0.6-9+b3
wheezy,aolserver4-nsopenssl,aolserver4-nsopenssl,3.0beta26-4+b1
wheezy,aolserver4-nspostgres,aolserver4-nspostgres,4.5-3+b1
wheezy,aolserver4-nssha1,aolserver4-nssha1,0.1-3+b1
wheezy,aolserver4-nssqlite3,aolserver4-nssqlite3,0.9-2+b1
wheezy,aolserver4-nsxml,aolserver4-nsxml,1.5-2.1
wheezy,aolserver4-xotcl,xotcl,1.6.7-2
